Device Name,Device IPv4,Device IPv6,Mac Address,Site Name,Event,Description,Severity,Alarm Time,Acked Time,Clear Time,Ssid Name
HFCL-cb:00:33,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,BLR-WIFILAB,Client Deauthenticated from AP,"Client ""70:32:17:D0:0E:3A"" deauthenticated from AP ""HFCL-cb:00:33""",Major,12-05-2025 17:16,,,wifilab
HFCL-cb:00:33,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,BLR-WIFILAB,Client Authenticated with AP,"Client ""70:32:17:D0:0E:3A"" authenticated with AP ""HFCL-cb:00:33""",Major,12-05-2025 17:16,,,wifilab
HFCL-cb:00:33,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,BLR-WIFILAB,Client Authenticated with AP,"Client ""70:32:17:D0:0E:3A"" authenticated with AP ""HFCL-cb:00:33""",Major,12-05-2025 17:16,,,wifilab
HFCL-cb:00:33,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,BLR-WIFILAB, Client Associated,"Client ""70:32:17:D0:0E:3A"" associated with AP ""HFCL-cb:00:33""",Major,12-05-2025 17:16,,,wifilab
HFCL-cb:00:33,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,BLR-WIFILAB,Client Authenticated with AP,"Client ""70:32:17:D0:0E:3A"" authenticated with AP ""HFCL-cb:00:33""",Major,12-05-2025 17:16,,,wifilab
HFCL-cb:00:33,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,BLR-WIFILAB,Client Deauthenticated from AP,"Client ""70:32:17:D0:0E:3A"" deauthenticated from AP ""HFCL-cb:00:33""",Major,12-05-2025 17:16,,,wifilab
HFCL-cb:00:33,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,BLR-WIFILAB,Client Authenticated with AP,"Client ""70:32:17:D0:0E:3A"" authenticated with AP ""HFCL-cb:00:33""",Major,12-05-2025 17:13,,,wifilab
HFCL-cb:00:33,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,BLR-WIFILAB, Client Associated,"Client ""70:32:17:D0:0E:3A"" associated with AP ""HFCL-cb:00:33""",Major,12-05-2025 17:13,,,wifilab
HFCL-cb:00:33,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,BLR-WIFILAB,Client Dissociated,"Client ""C2:9F:D8:14:AD:3C"" dissociated with AP ""HFCL-cb:00:33""",Major,12-05-2025 17:13,,,wifilab
HFCL-cb:00:33,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,BLR-WIFILAB, Client Associated,"Client ""C2:9F:D8:14:AD:3C"" associated with AP ""HFCL-cb:00:33""",Major,12-05-2025 17:10,,,wifilab
HFCL-cb:00:33,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,BLR-WIFILAB,Client Authenticated with AP,"Client ""C2:9F:D8:14:AD:3C"" authenticated with AP ""HFCL-cb:00:33""",Major,12-05-2025 17:10,,,wifilab
HFCL-cb:00:33,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,BLR-WIFILAB,Client Deauthenticated from AP,"Client ""C2:9F:D8:14:AD:3C"" deauthenticated from AP ""HFCL-cb:00:33""",Major,12-05-2025 17:00,,,wifilab
HFCL-cb:00:33,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,BLR-WIFILAB,Client Dissociated,"Client ""C2:9F:D8:14:AD:3C"" dissociated with AP ""HFCL-cb:00:33""",Major,12-05-2025 17:00,,,wifilab
HFCL-cb:00:33,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,BLR-WIFILAB,Client Authenticated with AP,"Client ""C2:9F:D8:14:AD:3C"" authenticated with AP ""HFCL-cb:00:33""",Major,12-05-2025 17:00,,,wifilab
HFCL-cb:00:33,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,BLR-WIFILAB, Client Reassociated,"Client ""C2:9F:D8:14:AD:3C"" reassociated with AP ""HFCL-cb:00:33""",Major,12-05-2025 17:00,,,wifilab
HFCL-cb:00:33,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,BLR-WIFILAB,Client Deauthenticated from AP,"Client ""70:32:17:D0:0E:3A"" deauthenticated from AP ""HFCL-cb:00:33""",Major,12-05-2025 16:51,,,wifilab
HFCL-cb:00:33,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,BLR-WIFILAB, Client Associated,"Client ""70:32:17:D0:0E:3A"" associated with AP ""HFCL-cb:00:33""",Major,12-05-2025 16:50,,,wifilab
HFCL-cb:00:33,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,BLR-WIFILAB,Client Authenticated with AP,"Client ""70:32:17:D0:0E:3A"" authenticated with AP ""HFCL-cb:00:33""",Major,12-05-2025 16:50,,,wifilab
HFCL-cb:00:33,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,BLR-WIFILAB,Client Authenticated with AP,"Client ""C2:9F:D8:14:AD:3C"" authenticated with AP ""HFCL-cb:00:33""",Major,12-05-2025 16:48,,,wifilab
HFCL-cb:00:33,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,BLR-WIFILAB, Client Associated,"Client ""C2:9F:D8:14:AD:3C"" associated with AP ""HFCL-cb:00:33""",Major,12-05-2025 16:48,,,wifilab
HFCL-cb:00:33,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,BLR-WIFILAB,Client Authenticated with AP,"Client ""C2:9F:D8:14:AD:3C"" authenticated with AP ""HFCL-cb:00:33""",Major,12-05-2025 16:48,,,wifilab
HFCL-cb:00:33,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,BLR-WIFILAB,Client Authenticated with AP,"Client ""C2:9F:D8:14:AD:3C"" authenticated with AP ""HFCL-cb:00:33""",Major,12-05-2025 16:48,,,wifilab
HFCL-cb:00:33,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,BLR-WIFILAB,Client Deauthenticated from AP,"Client ""C2:9F:D8:14:AD:3C"" deauthenticated from AP ""HFCL-cb:00:33""",Major,12-05-2025 16:48,,,wifilab
HFCL-cb:00:33,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,BLR-WIFILAB,Client Authenticated with AP,"Client ""CE:08:08:BB:F8:AB"" authenticated with AP ""HFCL-cb:00:33""",Major,12-05-2025 16:47,,,wifilab
HFCL-cb:00:33,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,BLR-WIFILAB,Client Authenticated with AP,"Client ""CE:08:08:BB:F8:AB"" authenticated with AP ""HFCL-cb:00:33""",Major,12-05-2025 16:47,,,wifilab
HFCL-cb:00:33,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,BLR-WIFILAB,Client Authenticated with AP,"Client ""CE:08:08:BB:F8:AB"" authenticated with AP ""HFCL-cb:00:33""",Major,12-05-2025 16:47,,,wifilab
HFCL-cb:00:33,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,BLR-WIFILAB,Client Authenticated with AP,"Client ""CE:08:08:BB:F8:AB"" authenticated with AP ""HFCL-cb:00:33""",Major,12-05-2025 16:47,,,wifilab
HFCL-cb:00:33,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,BLR-WIFILAB,Client Authenticated with AP,"Client ""CE:08:08:BB:F8:AB"" authenticated with AP ""HFCL-cb:00:33""",Major,12-05-2025 16:47,,,wifilab
HFCL-cb:00:33,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,BLR-WIFILAB,Client Authenticated with AP,"Client ""C2:9F:D8:14:AD:3C"" authenticated with AP ""HFCL-cb:00:33""",Major,12-05-2025 16:43,,,wifilab
HFCL-cb:00:33,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,BLR-WIFILAB, Client Associated,"Client ""C2:9F:D8:14:AD:3C"" associated with AP ""HFCL-cb:00:33""",Major,12-05-2025 16:43,,,wifilab
HFCL-cb:00:33,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,BLR-WIFILAB, Client Associated,"Client ""70:32:17:D0:0E:3A"" associated with AP ""HFCL-cb:00:33""",Major,12-05-2025 17:35,,,wifilab
HFCL-cb:00:33,192.168.171.7,2405:200:902:600:206:aeff:fecb:33,00:06:ae:cb:00:33,BLR-WIFILAB,Client Authenticated with AP,"Client ""70:32:17:D0:0E:3A"" authenticated with AP ""HFCL-cb:00:33""",Major,12-05-2025 17:35,,,wifilab
